#,LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community, List Price , Sold Price ,Type,Style,Br,Additional,Wr,Fam,Kit,Garage Type,A/C,Heat,Contract Date,Sold Date,List Brokerage,Co op Brokerage,MLS#
615,Sld,,6,Jennifer,Sq,,Brampton,Brampton S,"  $6,49,000  ","  $7,25,000  ",Detached,2-Storey,3,0,2,y,1,None,Wal,Other,4-28-21,5-3-21,CENTURY 21,RIGHT AT HOME,W5211823
616,Sld,,16,Lawndale,Gres,,Brampton,Brampton S,"  $6,49,500  ","  $7,61,000  ",Semi-Detac,2-Storey,4,1,3,N,1,Built-,Cen,Gas,4-7-21,4-11-21,REALTY EXEC,KINGSWAY REAL,W5184362
617,Sld,,88,Tanager,Sq,,Brampton,Brampton S,"  $6,49,500  ","  $7,70,000  ",Detached,2-Storey,3,0,2,N,1,Attach,Cen,Gas,4-15-21,4-18-21,REALTY EXEC,CENTURY 21 PE,W5196824
618,Sld,N,22,Homeland,Crt,,Brampton,Brampton S,"  $6,49,900  ","  $7,25,000  ",Detached,2-Storey,3,1,2,N,1,None,Win,Gas,3-31-21,4-9-21,HOMELIFE/MI,HOMELIFE/MIRA,W5174534
619,Sld,,3,Jasmine,Sq,,Brampton,Brampton S,"  $6,49,900  ","  $7,00,000  ",Att/Row/Tw,2-Storey,3,1,2,N,1,None,Win,Electr,4-12-21,4-19-21,RE/MAX REAL,HOMELIFE SILV,W5189884
620,Sld,,8,Juliana,Sq,,Brampton,Brampton S,"  $6,49,900  ","  $6,50,000  ",Detached,2-Storey,3,1,2,N,1,None,Wal,Electr,4-17-21,5-3-21,RE/MAX REAL,RE/MAX REALTY,W5198998
621,Sld,,67,Royal Sali,Way,,Brampton,Brampton S,"  $6,49,900  ","  $6,68,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Attach,Cen,Gas,4-22-21,5-3-21,HOMELIFE SU,WORLD CLASS R,W5204534
622,Sld,,10,Hasting,Sq,,Brampton,Brampton S,"  $6,49,999  ","  $6,85,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,None,Cen,Gas,4-15-21,4-27-21,RE/MAX REAL,HOMELIFE GALA,W5196458
623,Sld,,6,Hastings,Sq,,Brampton,Brampton S,"  $6,50,000  ","  $6,60,000  ",Detached,2-Storey,3,0,2,y,1,None,Non,Electr,3-30-21,4-4-21,CITYSCAPE R,CITYSCAPE REA,W5173223
624,Sld,,19,Hinchley W,Grve,,Brampton,Brampton S,"  $6,50,000  ","  $7,30,000  ",Semi-Detac,Backsplit,3,0,2,y,1,Attach,Cen,Gas,4-8-21,4-14-21,ROYAL LEPAG,SAVE MAX FIRS,W5186491
625,Sld,,133,Decker Hal,Gire,,Brampton,Brampton S,"  $6,50,000  ","  $7,75,000  ",Att/Row/Tw,3-Storey,3,1,3,N,1,Attach,Cen,Gas,5-5-21,5-12-21,ZOLO REALTY,"ZOLO REALTY,",W5222484
626,Sld,N,29,Grand Rapi,Sq,,Brampton,Brampton S,"  $6,59,000  ","  $7,10,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,None,Cen,Gas,4-1-21,4-13-21,CENTURY 21,HOMELIFE G1 R,W5176949
627,Sld,N,28,Grand Vall,Dr,,Brampton,Brampton S,"  $6,65,000  ","  $6,76,000  ",Detached,2-Storey,4,0,2,y,1,None,Wal,Electr,4-11-21,4-21-21,PURPLEBRICK,CENTURY 21 PE,W5189707
628,Sld,,51,Sutherland,Ave,,Brampton,Brampton S,"  $6,74,500  ","  $8,50,000  ",Detached,2-Storey,4,1,1,N,1,Attach,Cen,Gas,4-1-21,4-3-21,REALTY EXEC,CITYSCAPE REA,W5176182
629,Sld,N,33,Seaborn,Rd,,Brampton,Brampton S,"  $6,74,900  ","  $6,65,000  ",Semi-Detac,2-Storey,4,0,2,N,1,Other,Cen,Gas,3-24-21,4-7-21,NON-TRREB B,ROYAL CANADIA,W5167070
630,Sld,,17,Hollis,Crt,,Brampton,Brampton S,"  $6,78,800  ","  $6,50,000  ",Detached,2-Storey,4,0,1,N,1,None,Oth,Other,4-14-21,4-26-21,RE/MAX REAL,RE/MAX REALTY,W5194874
631,Sld,,14,Tiller,Tr,,Brampton,Brampton S,"  $6,79,000  ","  $7,24,001  ",Semi-Detac,2-Storey,2,1,3,N,1,Attach,Cen,Gas,4-6-21,4-8-21,GATE GOLD R,HOMELIFE/MIRA,W5182353
632,Sld,,69,Newstead,Gres,,Brampton,Brampton S,"  $6,79,000  ","  $8,11,000  ",Semi-Detac,Backsplit,3,1,3,N,1,None,Cen,Gas,5-3-21,5-9-21,SAVE MAX Fl,SAVE MAX FORT,W5218407
633,Sld,,43,Fruitvale,Gire,,Brampton,Brampton S,"  $6,79,900  ","  $6,80,000  ",Att/Row/Tw,3-Storey,2,1,2,N,1,Built-,Cen,Gas,3-24-21,4-9-21,SHAHID KHAW,CANADA HOME G,W5165055
634,Sld,N,13,Courtleigh,Sq,,Brampton,Brampton S,"  $6,79,900  ","  $6,55,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Carpor,Cen,Gas,3-25-21,4-11-21,HOMELIFE SI,HOMELIFE/MIRA,W5167753
635,Sld,,54,Archdekin,Dr,,Brampton,Brampton S,"  $6,79,900  ","  $6,43,500  ",Semi-Detac,2-Storey,3,0,2,N,1,None,Cen,Gas,4-13-21,4-24-21,RE/MAX REAL,REAL ESTATE B,W5191730
636,Sld,,9,Haida,Sq,,Brampton,Brampton S,"  $6,86,777  ","  $7,10,000  ",Detached,2-Storey,3,0,2,N,1,None,Cen,Gas,4-29-21,5-3-21,RIGHT AT HO,RIGHT AT HOME,W5213640
637,Sld,N,57,Olde Town,Rd,,Brampton,Brampton S,"  $6,88,000  ","  $7,55,000  ",Semi-Detac,2-Storey,2,0,2,N,1,Attach,Cen,Gas,3-24-21,4-8-21,CENTURY 21,RE/MAX GOLD R,W5165563
638,Sld,N,46,Lansing,Sq,,Brampton,Brampton S,"  $6,89,000  ","  $7,10,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Attach,Cen,Gas,3-23-21,4-4-21,RE/MAX CHAM,RE/MAX COMMUN,W5163056
639,Sld,,63,Elmvale,Ave,,Brampton,Brampton S,"  $6,89,000  ","  $7,65,000  ",Att/Row/Tw,2-Storey,4,0,2,N,1,Carpor,Cen,Gas,3-26-21,4-1-21,PURPLEBRICK,RE/MAX PARAMO,W5169500
640,Sld,,31,Gilmore,Dr,,Brampton,Brampton S,"  $6,89,000  ","  $7,67,000  ",Att/Row/Tw,2-Storey,3,0,4,Y,1,Attach,Cen,Gas,4-2-21,4-11-21,IPRO REALTY,CENTURY 21 PE,W5178826
641,Sld,,31,Glenmore,Gres,,Brampton,Brampton S,"  $6,89,500  ","  $8,20,000  ",Semi-Detac,2-Storey,4,0,3,N,1,None,Cen,Gas,5-5-21,5-10-21,REALTY EXEC,RIGHT AT HOME,W5222716
642,Sld,,3,Fanshawe,Dr,,Brampton,Brampton S,"  $6,89,900  ","  $7,74,786  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Built-,Cen,Gas,4-20-21,4-25-21,RE/MAX REAL,IPRO REALTY L,W5203432
643,Sld,,285,Archdekin,Dr,,Brampton,Brampton S,"  $6,98,000  ","  $7,03,615  ",Semi-Detac,Bungalow-R,3,2,2,N,1,None,Cen,Gas,4-9-21,4-22-21,"JN REALTY,",ROYAL LEPAGE,W5188562
644,Sld,,12,Mccleave,Gres,,Brampton,Brampton S,"  $6,98,000  ","  $8,01,000  ",Att/Row/Tw,2-Storey,3,1,3,N,1,Attach,Cen,Gas,4-23-21,4-26-21,CARRIAGE HO,IPRO REALTYL,W5207074
645,Sld,,115,Nancy Meer,Dr,,Brampton,Brampton W,"  $6,99,000  ","  $7,85,000  ",Semi-Detac,Backsplit,3,0,3,y,1,None,Cen,Gas,3-21-21,4-2-21,HOMELIFE/MI,ROYAL CANADIA,W5162261
646,Sld,,16,Canoe Glid,Lane,,Brampton,Brampton W,"  $6,99,000  ","  $7,82,000  ",Semi-Detac,2-Storey,3,0,2,N,1,Built-,Cen,Gas,3-30-21,4-5-21,CENTURY 21,RE/MAX COMMUN,W5172784
647,Sld,,7,Grand Rapi,Sq,,Brampton,Brampton W,"  $6,99,000  ","  $7,10,000  ",Detached,2-Storey,3,1,2,N,1,None,Wal,Electr,3-30-21,4-7-21,RE/MAX REAL,RE/MAX PREMIE,W5173648
648,Sld,N,46,Summerdale,Gres,,Brampton,Brampton W,"  $6,99,000  ","  $8,25,000  ",Att/Row/Tw,2-Storey,3,1,3,N,1,Attach,Cen,Gas,4-1-21,4-4-21,CENTURY 21,RE/MAX REALTY,W5175434
649,Sld,N,8,Shiraz,Dr,,Brampton,Brampton W,"  $6,99,000  ","  $7,65,000  ",Att/Row/Tw,3-Storey,3,0,3,y,1,Attach,Cen,Electr,4-1-21,4-9-21,ROSEMOUNT R,CENTURY 21 IN,W5175532
650,Sld,N,13,Dalzell,Ave,,Brampton,Brampton W,"  $6,99,000  ","  $8,00,000  ",Detached,2-Storey,3,0,2,y,1,Attach,Cen,Gas,4-1-21,4-13-21,HARVEY KALL,CENTURY 21 RE,W5175882
651,Sld,,7,Snowshoe,Lane,,Brampton,Brampton W,"  $6,99,000  ","  $8,10,000  ",Att/Row/Tw,2-Storey,3,0,3,y,1,Built-,Cen,Gas,4-1-21,4-2-21,IPRO REALTY,IPRO REALTY L,W5176051
652,Sld,,6,Gailwood,Crt,,Brampton,Brampton W,"  $6,99,000  ","  $7,95,000  ",Detached,2-Storey,3,1,3,N,1,Attach,Cen,Gas,4-1-21,4-12-21,HOMELIFE G1,KELLER WILLIA,W5177202
653,Sld,,12,Heartview,Rd,,Brampton,Brampton W,"  $6,99,000  ","  $7,47,000  ",Att/Row/Tw,2-Storey,3,1,2,Y,1,Attach,Cen,Gas,4-3-21,4-10-21,RE/MAX REAL,EXECUTIVE REA,W5178586
654,Sld,,218,Pressed Br,Dr,,Brampton,Brampton N,"  $6,99,000  ","  $7,77,000  ",Att/Row/Tw,2-Storey,3,1,3,y,1,None,Cen,Gas,4-1-21,4-12-21,ROYAL LEPAG,ROYAL LEPAGE,W5180029
655,Sld,,36,Cordgrass,Gres,,Brampton,Brampton N,"  $6,99,000  ","  $7,70,000  ",Semi-Detac,2-Storey,3,0,3,N,1,Attach,Cen,Gas,4-7-21,4-14-21,KING REALTY,RE/MAX GOLD R,W5184447
656,Sld,,41,Deloraine,Dr,,Brampton,Brampton N,"  $6,99,000  ","  $8,80,000  ",Detached,Backsplit,3,1,3,N,1,Other,Cen,Gas,4-9-21,4-18-21,CENTURY 21,RE/MAX METROP,W5187936
657,Sld,N,2,Gleneaden,Crt,,Brampton,Brampton N,"  $6,99,000  ","  $7,20,000  ",Att/Row/Tw,2-Storey,3,0,3,N,1,None,Cen,Gas,4-12-21,4-15-21,IPRO REALTY,RE/MAX REALE,W5190016
658,Sld,,78,Honeyview,Tr,,Brampton,Brampton N,"  $6,99,000  ","  $8,75,000  ",Att/Row/Tw,2-Storey,3,0,4,N,1,Built-,Cen,Gas,4-13-21,4-19-21,SEARCH REAL,RE/MAX REALTY,W5191672
659,Sld,,37,Peachleaf,Gres,,Brampton,Brampton N,"  $6,99,000  ","  $8,55,000  ",Att/Row/Tw,2-Storey,3,1,3,y,1,Attach,Cen,Gas,4-13-21,4-15-21,ROYAL LEPAG,RE/MAX REALTY,W5191973
660,Sld,,73,Garside,Gres,,Brampton,Brampton N,"  $6,99,000  ","  $8,05,000  ",Semi-Detac,Backsplit,4,1,2,y,1,None,Cen,Gas,4-13-21,4-21-21,RE/MAX REAL,HOMELIFE/FUTU,W5192098
661,Sld,,72,Tomabrook,Gres,,Brampton,Brampton N,"  $6,99,000  ","  $8,65,000  ",Att/Row/Tw,2-Storey,3,1,4,y,1,Attach,Cen,Gas,4-15-21,4-19-21,RE/MAX REAL,ESTATE 1 REAL,W5195995
662,Sld,,21,Habitat,Sq,,Brampton,Brampton N,"  $6,99,000  ","  $7,50,000  ",Detached,2-Storey,3,1,3,N,1,None,Cen,Gas,4-16-21,4-22-21,RE/MAX CHAM,RE/MAX GOLD R,W5197895
663,Sld,,19,Heathersid,Crt,,Brampton,Brampton N,"  $6,99,000  ","  $7,40,000  ",Detached,2-Storey,3,1,2,N,1,None,Cen,Gas,4-16-21,4-18-21,FUTUREHOME,HOMELIFE/MIRA,W5198506
664,Sld,N,16,Greene,Dr,,Brampton,Brampton N,"  $6,99,000  ","  $7,60,000  ",Semi-Detac,Backsplit,3,1,2,N,1,None,Cen,Gas,4-18-21,4-29-21,HOMELIFE/MI,HOMELIFE/MIRA,W5199365
665,Sld,,12,Sparrow,Crt,,Brampton,Brampton N,"  $6,99,000  ","  $9,10,000  ",Detached,2-Storey,3,1,4,y,1,Attach,Cen,Gas,4-28-21,4-30-21,KING REALTY,ROYAL LEPAGE,W5212361
666,Sld,N,18,Wabash,Crt,,Brampton,Brampton N,"  $6,99,000  ","  $8,00,000  ",Detached,2-Storey,3,1,3,y,1,Attach,Cen,Gas,4-29-21,5-7-21,HOMELIFE MA,ROYAL CANADIA,W5213676
667,Sld,,6,Borden Hil,Crt,,Brampton,Brampton N,"  $6,99,000  ","  $7,90,000  ",Detached,2-Storey,3,0,2,N,1,Attach,Cen,Gas,4-30-21,5-7-21,RE/MAX REAL,RE/MAX REALTY,W5215559
668,Sld,,122,Baycliffe,Gres,,Brampton,Brampton N,"  $6,99,000  ","  $7,91,001  ",Att/Row/Tw,3-Storey,3,1,3,N,1,Attach,Cen,Gas,5-5-21,5-10-21,RE/MAX GOLD,CENTURY 21 PE,W5221259
669,Sld,,11,Crosswood,Lane,,Brampton,Brampton N,"  $6,99,000  ","  $7,51,000  ",Semi-Detac,Backsplit,4,0,2,Y,1,Attach,Cen,Gas,5-6-21,5-11-21,RE/MAX ESCA,RE/MAX CHAMPI,W5223382
670,Sld,,63,Irene,Gres,,Brampton,Brampton N,"  $6,99,099  ","  $8,37,000  ",Att/Row/Tw,2-Storey,3,0,3,Y,1,Built-,Cen,Gas,4-1-21,4-4-21,RE/MAX REAL,RE/MAX REALTY,W5176517
671,Sld,,48,Toba,Gres,,Brampton,Brampton N,"  $6,99,500  ","  $8,70,000  ",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,4-7-21,4-12-21,REALTY EXEC,RE/MAX REALTY,W5184361
672,Sld,N,136,Archdekin,Dr,,Brampton,Brampton N,"  $6,99,800  ","  $7,25,000  ",Semi-Detac,Bungalow,3,0,2,N,1,None,Cen,Gas,4-8-21,4-19-21,ROYAL LEPAG,ROYAL STAR RE,W5184992
673,Sld,,6,Fern,St,,Brampton,Brampton N,"  $6,99,800  ","  $9,02,100  ",Detached,Bungalow-R,4,0,2,y,1,Other,Cen,Gas,5-5-21,5-10-21,RE/MAX REAL,HOMELIFE/MIRA,W5222325
674,Sld,,28,Earth Star,Tr,,Brampton,Brampton N,"  $6,99,813  ","  $7,77,000  ",Att/Row/Tw,2-Storey,3,0,3,N,1,Attach,Cen,Gas,4-12-21,4-18-21,CENTURY 21,HOMELIFE SUPE,W5191472
675,Sld,,8,Nottawasag,Gres,,Brampton,Brampton N,"  $6,99,815  ","  $8,70,015  ",Semi-Detac,2-Storey,3,2,4,y,1,Attach,Cen,Gas,4-9-21,4-14-21,ROYAL STAR,YOUR HOME SOL,W5187568
676,Sld,,17,Autumnwood,Ave,,Brampton,Brampton N,"  $6,99,888  ","  $7,68,500  ",Att/Row/Tw,3-Storey,3,1,3,y,1,Attach,Cen,Gas,3-31-21,4-4-21,HOMELIFE/MI,HOMELIFE/MIRA,W5175082
677,Sld,,8,Percy,Gate,,Brampton,Brampton N,"  $6,99,888  ","  $7,53,000  ",Att/Row/Tw,2-Storey,3,0,3,N,1,Attach,Cen,Gas,5-3-21,5-6-21,RE/MAX REAL,HOMELIFE/MIRA,W5217521
678,Sld,,28,Skegby,Rd,,Brampton,Brampton N,"  $6,99,900  ","  $6,94,500  ",Semi-Detac,2-Storey,3,0,2,N,1,Built-,Cen,Gas,3-25-21,4-5-21,RE/MAX REAL,HOMELIFE/MIRA,W5167366
679,Sld,N,4,Haymarket,Dr,,Brampton,Brampton N,"  $6,99,900  ","  $7,60,000  ",Att/Row/Tw,3-Storey,3,0,3,N,1,Attach,Cen,Gas,3-27-21,4-2-21,"EXP REALTY,",ROYAL LEPAGE,W5170024
680,Sld,,66,Princeton,Terr,,Brampton,Brampton N,"  $6,99,900  ","  $10,05,000  ",Detached,2-Storey,4,1,4,y,1,Attach,Cen,Gas,3-29-21,4-5-21,ROYAL LEPAG,ROYAL LEPAGE,W5172174
681,Sld,,167,Mcmurchy,Ave,S,Brampton,Brampton S,"  $6,99,900  ","  $8,60,000  ",Detached,Sidesplit,3,2,2,N,1,Carpor,Cen,Gas,3-30-21,4-4-21,RE/MAX GOLD,ROYAL LEPAGE,W5173101
682,Sld,,15,Kingswood,Dr,,Brampton,Brampton S,"  $6,99,900  ","  $7,15,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Attach,Cen,Gas,3-31-21,4-5-21,ROYAL LEPAG,HOMELIFE/MIRA,W5174187
683,Sld,,68,Olympia,Gres,,Brampton,Brampton S,"  $6,99,900  ","  $7,90,000  ",Att/Row/Tw,2-Storey,3,1,3,N,1,Attach,Cen,Gas,4-2-21,4-10-21,ZOLO REALTY,HOMELIFE/MIRA,W5177792
684,Sld,,140,Fanshawe,Dr,,Brampton,Brampton S,"  $6,99,900  ","  $7,81,000  ",Semi-Detac,2-Storey,3,0,2,N,1,Attach,Cen,Gas,4-3-21,4-14-21,PURPLEBRICK,RE/MAX CHAMPI,W5178757
685,Sld,N,120,Railroad,St,,Brampton,Brampton S,"  $6,99,900  ","  $7,25,000  ",Att/Row/Tw,3-Storey,3,1,4,y,1,Built-,Cen,Gas,4-7-21,5-4-21,CENTURY 21,CENTURY 21 EM,W5183066
686,Sld,,157,Spicebush,Terr,,Brampton,Brampton S,"  $6,99,900  ","  $8,00,000  ",Att/Row/Tw,2-Storey,3,0,4,y,1,Built-,Cen,Gas,4-7-21,4-8-21,CENTURY 21,RE/MAX REALE,W5183868
687,Sld,,134,Royal Sali,Way,,Brampton,Brampton S,"  $6,99,900  ","  $7,30,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Attach,Cen,Gas,4-7-21,4-12-21,ROYAL LEPAG,ENGEL & VOLKE,W5184456
688,Sld,,15,Bellhaven,Gres,,Brampton,Brampton S,"  $6,99,900  ","  $7,95,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Built-,Cen,Gas,4-8-21,4-12-21,CENTURY 21,CENTURY 21 PE,W5185901
689,Sld,N,6,Holmstead,Crt,,Brampton,Brampton S,"  $6,99,900  ","  $7,20,000  ",Detached,2-Storey,3,0,3,N,1,None,Cen,Gas,4-10-21,4-25-21,HOMELIFE SU,HOMELIFE LAND,W5189149
690,Sld,,27,Nancy Meer,Dr,,Brampton,Brampton S,"  $6,99,900  ","  $7,62,500  ",Semi-Detac,2-Storey,3,1,2,N,1,Detach,Cen,Gas,4-13-21,4-15-21,SUTTON GROU,KELLER WILLIA,W5192556
691,Sld,,38,Gladstone,Sq,,Brampton,Brampton S,"  $6,99,900  ","  $7,58,000  ",Detached,2-Storey,4,1,3,N,1,None,Cen,Gas,4-13-21,4-19-21,ROYAL LEPAG,ROYAL LEPAGE,W5192598
692,Sld,,17,Ascot,Ave,,Brampton,Brampton S,"  $6,99,900  ","  $7,69,000  ",Semi-Detac,Bungalow,3,0,2,N,1,None,Cen,Gas,4-14-21,4-19-21,RE/MAX REAL,SINGH BROTHER,W5194404
693,Sld,,26,Blue Sprue,St,,Brampton,Brampton S,"  $6,99,900  ","  $7,95,501  ",Att/Row/Tw,2-Storey,3,0,3,N,1,Attach,Cen,Gas,4-15-21,4-17-21,COOPER & CO,CENTURY 21 PE,W5195792
694,Sld,,48,Tindale,Rd,,Brampton,Brampton S,"  $6,99,900  ","  $6,85,000  ",Semi-Detac,2-Storey,3,1,2,N,1,Detach,Cen,Gas,4-15-21,5-3-21,HOMELIFE/MI,HOMELIFE/MIRA,W5196072
695,Sld,,133,Brentwood,Dr,,Brampton,Brampton S,"  $6,99,900  ","  $7,50,000  ",Semi-Detac,Backsplit,3,0,2,N,1,None,Cen,Gas,4-15-21,4-21-21,CENTURY 21,CENTURY 21 PR,W5196677
696,Sld,,10,Ridler,Crt,,Brampton,Brampton S,"  $6,99,900  ","  $7,75,000  ",Semi-Detac,2-Storey,3,1,2,N,1,Attach,Cen,Gas,4-20-21,4-22-21,HOMELIFE MA,RE/MAX REALTY,W5201812
697,Sld,,7,Grange,Dr,,Brampton,Brampton S,"  $6,99,900  ","  $8,25,000  ",Semi-Detac,Backsplit,3,1,2,N,1,None,Cen,Gas,4-23-21,4-25-21,RE/MAX REAL,CENTURY 21 Ml,W5207224
698,Sld,,29,Norbert,Rd,,Brampton,Brampton S,"  $6,99,900  ","  $8,89,000  ",Detached,2-Storey,3,1,4,y,1,Built-,Cen,Gas,4-24-21,5-2-21,RE/MAX REAL,RE/MAX REAL E,W5207758
699,Sld,,60,Cowan,Rd,,Brampton,Brampton W,"  $6,99,900  ","  $8,20,000  ",Detached,2-Storey,3,0,2,y,1,Attach,Cen,Gas,5-3-21,5-8-21,CENTURY 21,SUTTON GROUP,W5218372
700,Sld,,42,Autumn,Blvd,,Brampton,Brampton W,"  $6,99,900  ","  $7,60,000  ",Semi-Detac,Backsplit,3,0,1,y,1,None,Cen,Gas,5-6-21,5-10-21,RE/MAX REAL,RE/MAX REALTY,W5223257
701,Sld,,299,Pressed Br,Dr,N,Brampton,Brampton W,"  $6,99,900  ","  $7,60,000  ",Semi-Detac,2-Storey,3,1,3,N,1,Built-,Cen,Gas,5-10-21,5-11-21,CENTURY 21,CENTURY 21 PE,W5228869
702,Sld,,28,Woodstream,Ave,,Brampton,Brampton W,"  $6,99,999  ","  $7,85,000  ",Att/Row/Tw,2-Storey,3,0,3,y,1,Attach,Cen,Gas,4-1-21,4-5-21,NEWGEN REAL,HOMELIFE/MIRA,W5176377
703,Sld,,17,Magdalene,Gres,,Brampton,Brampton W,"  $6,99,999  ","  $7,85,000  ",Att/Row/Tw,3-Storey,3,1,3,y,1,Built-,Cen,Gas,4-7-21,4-10-21,CENTURY 21,ROYAL LEPAGE,W5182957
704,Sld,,68,Glenvale,Blvd,,Brampton,Brampton W,"  $6,99,999  ","  $7,55,000  ",Semi-Detac,Backsplit,3,1,2,N,1,None,Cen,Gas,4-9-21,4-16-21,KELLER WILL,KELLER WILLIA,W5188221
705,Sld,,15,Todmorden,Dr,,Brampton,Brampton W,"  $6,99,999  ","  $7,07,000  ",Att/Row/Tw,2-Storey,3,0,2,N,1,Built-,Cen,Gas,4-14-21,4-15-21,HOMELIFE/MI,HOMELIFE G1 R,W5193755
706,Sld,,45,John,St,,Brampton,Brampton W,"  $6,99,999  ","  $6,65,000  ",Detached,2-Storey,3,0,2,y,1,None,Non,Gas,4-15-21,4-27-21,RE/MAX REAL,IPRO REALTYL,W5196114
707,Sld,,6,Flowering,Lane,,Brampton,Brampton W,"  $6,99,999  ","  $8,01,000  ",Att/Row/Tw,2-Storey,3,0,3,N,1,Built-,Cen,Gas,4-23-21,4-29-21,SUTTON GROU,IPRO REALTY L,W5207084
708,Sld,,14,Stemford,Rd,,Brampton,Brampton W,"  $6,99,999  ","  $7,70,000  ",Att/Row/Tw,3-Storey,3,1,2,N,1,Built-,Cen,Gas,4-30-21,5-4-21,IPRO REALTY,SAVE MAX FIRS,W5214871
709,Sld,,344,Royal Sali,Way,,Brampton,Brampton W,"  $7,00,000  ","  $8,10,000  ",Semi-Detac,Backsplit,3,0,2,y,1,Built-,Cen,Gas,3-30-21,4-5-21,KELLER WILL,ROYAL LEPAGE,W5172373
710,Sld,,41,Beechwood,Gres,,Brampton,Brampton W,"  $7,00,000  ","  $8,85,000  ",Detached,Bungalow,3,2,2,N,1,Attach,Cen,Gas,4-9-21,4-12-21,RE/MAX REAL,RE/MAX GOLD R,W5187658
711,Sld,,8,Strangway,Crt,,Brampton,Brampton W,"  $7,00,000  ","  $10,51,000  ",Detached,2-Storey,4,2,4,y,1,Attach,Cen,Gas,4-14-21,4-21-21,ROYAL LEPAG,HOMELIFE SILV,W5193606
712,Sld,,41,Viceroy,Gres,,Brampton,Brampton W,"  $7,00,000  ","  $8,25,000  ",Semi-Detac,2-Storey,3,0,3,N,1,Attach,Cen,Gas,4-22-21,4-27-21,NON-TRREB B,KELLER WILLIA,W5205273
713,Sld,,54,Brookdale,Gres,,Brampton,Brampton W,"  $7,10,000  ","  $8,41,100  ",Detached,Bungalow,3,1,1,y,1,Carpor,Cen,Gas,4-10-21,4-12-21,KELLER WILL,RE/MAX REALTY,W5188957
714,Sld,,30,Horseshoe,Crt,,Brampton,Brampton W,"  $7,14,900  ","  $7,25,000  ",Detached,2-Storey,3,1,2,N,1,None,Cen,Gas,4-8-21,4-15-21,RE/MAX GOLD,ROYAL LEPAGE,W5185920
715,Sld,,57,Lonestar,Gres,,Brampton,Brampton W,"  $7,19,000  ","  $7,30,000  ",Semi-Detac,2-Storey,3,0,2,N,1,Built-,Cen,Gas,3-28-21,4-9-21,RE/MAX REAL,ROYAL LEPAGE,W5172471
716,Sld,,102,Black Fore,Dr,,Brampton,Brampton W,"  $7,19,900  ","  $7,70,000  ",Detached,2-Storey,3,0,1,N,1,Attach,Cen,Gas,4-9-21,4-11-21,RE/MAX GOLD,SAVE MAX OREA,W5187490
717,Sld,,13,Todmorden,Rd,,Brampton,Brampton W,"  $7,20,000  ","  $7,30,500  ",Att/Row/Tw,2-Storey,3,1,3,N,1,Attach,Cen,Gas,4-1-21,4-3-21,RE/MAX WEST,HOMELIFE/MIRA,W5177510
718,Sld,N,3,Haymarket,Dr,,Brampton,Brampton W,"  $7,20,000  ","  $7,32,000  ",Att/Row/Tw,3-Storey,3,0,2,N,1,Attach,Cen,Gas,4-6-21,4-26-21,CENTURY 21,HOMELIFE SILV,W5181978
719,Sld,,51,Ravensclif,Crt,,Brampton,Brampton W,"  $7,20,000  ","  $7,57,000  ",Detached,2-Storey,3,0,1,N,1,Built-,Cen,Gas,4-12-21,4-19-21,RE/MAX WEST,CITYSCAPE REA,W5191145
720,Sld,,6,Hyde Park,Crt,,Brampton,Brampton W,"  $7,21,000  ","  $7,55,000  ",Detached,2-Storey,3,1,4,N,1,None,Cen,Gas,4-5-21,4-8-21,SAVE MAX AC,CENTURY 21 PE,W5179629
721,Sld,N,59,Denison,Ave,,Brampton,Brampton W,"  $7,24,900  ","  $6,90,000  ",Att/Row/Tw,3-Storey,3,1,2,y,1,Attach,Cen,Gas,4-12-21,5-3-21,CENTURY 21,RE/MAX REALTY,W5190440
722,Sld,,12,Handel,Crt,,Brampton,Brampton W,"  $7,24,900  ","  $7,10,000  ",Detached,2-Storey,4,0,2,N,1,None,Wal,Electr,4-14-21,4-21-21,IPRO REALTY,ROYAL LEPAGE,W5193884
723,Sld,,28,Jason,Sq,,Brampton,Brampton W,"  $7,24,999  ","  $7,24,999  ",Detached,2-Storey,3,1,2,N,1,None,Cen,Gas,4-23-21,4-26-21,HOMELIFE/MI,RE/MAX REALTY,W5206511
724,Sld,,55,Brookdale,Gres,,Brampton,Brampton W,"  $7,25,000  ","  $8,52,689  ",Detached,Backsplit,3,1,2,N,1,Attach,Cen,Gas,4-7-21,4-11-21,REALTY EXEC,RE/MAX ULTIMA,W5183897
725,Sld,,39,Lawndale,Gres,,Brampton,Brampton W,"  $7,25,000  ","  $8,75,000  ",Semi-Detac,2-Storey,4,1,3,N,1,Attach,Cen,Gas,4-14-21,4-19-21,REALTY EXEC,ROYAL LEPAGE,W5194876
